,name,gender,join-year,join-month,department,job,job-name,company
342,张彬,女,2006,3,开发,平台开发,高级平台开发,昂歌信息科技有限公司
343,吴英,男,2008,8,财务,出纳,高级出纳,精芯传媒有限公司
344,杨强,男,2015,1,测试,白盒测试,中级白盒测试,晖来计算机科技有限公司
345,潘桂珍,女,2009,9,运维,数据库运维,初级数据库运维,富罳信息有限公司
346,孙倩,女,2018,2,运营,传统运营,初级传统运营,佳禾网络有限公司
347,宋玉梅,女,2013,1,运营,传统运营,高级传统运营,信诚致远网络有限公司
348,李玉梅,男,2013,11,开发,前端开发,高级前端开发,创联世纪科技有限公司
349,罗玉珍,男,2008,1,开发,前端开发,中级前端开发,方正科技科技有限公司
350,郑建华,女,2002,12,管理,公司领导,特聘公司领导,华远软件传媒有限公司
351,黄淑兰,男,2006,8,管理,公司领导,特聘公司领导,MBP软件传媒有限公司
352,杨建,男,2010,4,运维,数据库运维,特聘数据库运维,立信电子网络有限公司
353,萧浩,男,2001,5,开发,后端开发,初级后端开发,泰麒麟科技有限公司
354,王勇,男,2016,5,测试,黑盒测试,特聘黑盒测试,创亿信息有限公司
355,龚淑华,女,2013,9,测试,黑盒测试,特聘黑盒测试,中建创业科技有限公司
356,袁秀芳,男,2014,4,运营,新媒体运营,初级新媒体运营,双敏电子网络有限公司
357,陈春梅,男,2009,4,测试,黑盒测试,初级黑盒测试,和泰信息有限公司
358,伍红霞,男,2006,11,运营,传统运营,中级传统运营,黄石金承信息有限公司
359,雷雪梅,女,2009,9,设计,原画,初级原画,迪摩传媒有限公司
360,陈鹏,男,2008,1,管理,技术领导,高级技术领导,商软冠联科技有限公司
361,姜丹,男,2007,4,财务,会计,中级会计,晖来计算机传媒有限公司
362,高霞,女,2018,11,财务,会计,初级会计,立信电子传媒有限公司
363,朱秀英,男,2015,4,运营,传统运营,中级传统运营,易动力科技有限公司
364,何婷婷,男,2013,3,设计,原画,初级原画,信诚致远网络有限公司
365,杨宁,女,2016,5,运营,传统运营,高级传统运营,浦华众城科技有限公司
366,黄金凤,女,2001,7,财务,会计,高级会计,四通传媒有限公司
367,李宇,男,2009,8,运维,数据库运维,中级数据库运维,济南亿次元网络有限公司
368,吴刚,男,2011,4,运维,服务器管理,特聘服务器管理,天开信息有限公司
369,陈浩,男,2005,2,设计,插画,中级插画,联通时科科技有限公司
370,曹超,女,2010,12,测试,白盒测试,高级白盒测试,凌颖信息传媒有限公司
371,余波,女,2013,7,财务,出纳,特聘出纳,万迅电脑传媒有限公司
372,李玉珍,男,2005,12,运营,新媒体运营,特聘新媒体运营,创亿信息有限公司
373,雷燕,男,2005,4,设计,原画,高级原画,飞利信信息有限公司
374,姚华,女,2011,4,设计,插画,中级插画,群英传媒有限公司
375,鲁强,女,2014,6,运维,服务器管理,中级服务器管理,明腾信息有限公司
376,何桂荣,女,2013,8,运营,新媒体运营,特聘新媒体运营,浙大万朋信息有限公司
377,于峰,女,2019,7,测试,黑盒测试,中级黑盒测试,飞海科技信息有限公司
378,郑玉梅,女,2013,5,运营,传统运营,初级传统运营,信诚致远信息有限公司
379,王玉珍,女,2012,10,开发,前端开发,特聘前端开发,创亿科技有限公司
380,刘东,女,2019,3,管理,技术领导,特聘技术领导,群英科技有限公司
381,周秀芳,女,2016,12,开发,前端开发,特聘前端开发,华远软件科技有限公司
382,孙阳,女,2004,8,运营,新媒体运营,初级新媒体运营,创联世纪信息有限公司
383,陈桂香,男,2007,4,财务,会计,中级会计,信诚致远科技有限公司
384,郭秀荣,男,2003,4,开发,前端开发,初级前端开发,信诚致远科技有限公司
385,应淑英,女,2004,12,管理,技术领导,特聘技术领导,海创网络有限公司
386,王楠,女,2016,10,管理,技术领导,中级技术领导,济南亿次元网络有限公司
387,王桂花,女,2015,4,运维,数据库运维,高级数据库运维,南康科技有限公司
388,陈静,女,2001,7,财务,出纳,初级出纳,飞海科技信息有限公司
389,周小红,女,2006,11,开发,平台开发,初级平台开发,创亿传媒有限公司
390,胡强,女,2003,10,开发,前端开发,初级前端开发,创亿科技有限公司
391,王霞,男,2013,5,设计,原画,高级原画,飞利信科技有限公司
392,王鹏,女,2010,8,设计,原画,初级原画,富罳科技有限公司
393,辛波,男,2018,9,运营,新媒体运营,特聘新媒体运营,南康科技有限公司
394,崔桂芝,男,2007,1,测试,黑盒测试,高级黑盒测试,诺依曼软件信息有限公司
395,陈兵,男,2008,9,开发,平台开发,高级平台开发,方正科技信息有限公司
396,李建平,男,2001,9,测试,黑盒测试,特聘黑盒测试,南康信息有限公司
397,张玉,女,2003,2,开发,后端开发,中级后端开发,戴硕电子传媒有限公司
398,郭瑜,女,2007,1,管理,技术领导,中级技术领导,天开网络有限公司
399,高莹,女,2001,9,设计,插画,初级插画,新格林耐特科技有限公司
400,许岩,女,2012,9,管理,公司领导,特聘公司领导,迪摩信息有限公司
401,张欢,女,2012,11,管理,公司领导,中级公司领导,时空盒数字科技有限公司
402,樊华,女,2001,10,运维,数据库运维,特聘数据库运维,艾提科信科技有限公司
403,马丹丹,女,2014,12,开发,平台开发,特聘平台开发,襄樊地球村科技有限公司
404,李金凤,男,2005,10,开发,前端开发,特聘前端开发,网新恒天信息有限公司
405,罗桂香,男,2006,8,设计,插画,初级插画,晖来计算机网络有限公司
406,李静,女,2013,3,测试,黑盒测试,中级黑盒测试,七喜网络有限公司
407,邹秀梅,女,2009,6,设计,插画,中级插画,图龙信息科技有限公司
408,龙晶,女,2006,9,设计,插画,特聘插画,兰金电子传媒有限公司
409,高霞,男,2017,10,测试,黑盒测试,中级黑盒测试,图龙信息科技有限公司
410,杨桂花,女,2008,8,运营,新媒体运营,高级新媒体运营,济南亿次元网络有限公司
411,任红,男,2005,12,测试,白盒测试,高级白盒测试,创联世纪网络有限公司
412,林桂荣,女,2010,11,财务,出纳,中级出纳,联通时科网络有限公司
413,王兵,女,2013,11,测试,白盒测试,特聘白盒测试,中建创业信息有限公司
414,王峰,女,2002,12,财务,出纳,高级出纳,信诚致远信息有限公司
415,王建华,女,2016,11,开发,后端开发,高级后端开发,飞利信信息有限公司
416,宋佳,女,2010,11,财务,出纳,中级出纳,九方传媒有限公司
417,王莹,女,2003,6,开发,平台开发,初级平台开发,新格林耐特科技有限公司
418,柴峰,男,2009,12,运维,服务器管理,高级服务器管理,时刻传媒有限公司
419,李桂兰,女,2005,8,运营,传统运营,初级传统运营,巨奥信息有限公司
420,樊成,男,2001,11,开发,平台开发,中级平台开发,立信电子网络有限公司
421,许俊,女,2007,3,设计,插画,高级插画,中建创业网络有限公司
422,康欣,女,2018,7,运维,数据库运维,特聘数据库运维,图龙信息传媒有限公司
423,金淑珍,女,2016,3,运营,传统运营,高级传统运营,合联电子信息有限公司
424,陆霞,女,2018,11,财务,会计,高级会计,凌云传媒有限公司
425,徐玉兰,女,2016,6,运维,服务器管理,初级服务器管理,诺依曼软件信息有限公司
426,王红霞,男,2019,12,测试,黑盒测试,特聘黑盒测试,新宇龙信息网络有限公司
427,宁玉,女,2016,3,运营,传统运营,初级传统运营,天益网络有限公司
428,张雷,男,2010,6,运维,数据库运维,中级数据库运维,鸿睿思博传媒有限公司
429,张莉,女,2002,12,开发,前端开发,初级前端开发,时空盒数字传媒有限公司
430,李凤兰,男,2011,2,设计,插画,特聘插画,中建创业信息有限公司
431,赵燕,男,2004,8,设计,原画,高级原画,佳禾科技有限公司
432,吴兰英,男,2010,4,测试,黑盒测试,高级黑盒测试,四通科技有限公司
433,孙秀英,男,2010,1,开发,平台开发,初级平台开发,巨奥信息有限公司
434,郭婷婷,男,2018,12,管理,公司领导,高级公司领导,开发区世创科技有限公司
435,李玉兰,女,2006,4,财务,出纳,中级出纳,浦华众城传媒有限公司
436,汪燕,女,2010,9,财务,出纳,中级出纳,飞海科技信息有限公司
437,乔兰英,女,2009,2,测试,黑盒测试,特聘黑盒测试,中建创业科技有限公司
438,文凤英,女,2003,3,开发,平台开发,初级平台开发,联通时科网络有限公司
439,钟萍,女,2017,7,设计,原画,初级原画,新格林耐特网络有限公司
440,薛想,男,2015,2,开发,前端开发,中级前端开发,海创信息有限公司
441,金洁,男,2009,10,财务,会计,初级会计,新格林耐特科技有限公司
442,冯欢,女,2013,6,开发,后端开发,初级后端开发,富罳科技有限公司
443,冷志强,男,2015,5,设计,插画,初级插画,彩虹信息有限公司
444,庞秀梅,女,2001,11,设计,插画,高级插画,商软冠联科技有限公司
445,何雪梅,男,2005,5,运营,传统运营,高级传统运营,合联电子信息有限公司
446,罗志强,女,2001,2,运维,服务器管理,中级服务器管理,济南亿次元传媒有限公司
447,陈桂香,男,2008,1,运营,传统运营,高级传统运营,黄石金承科技有限公司
448,钱颖,女,2012,7,设计,原画,中级原画,凌云科技有限公司
449,王凯,男,2004,4,财务,会计,高级会计,合联电子信息有限公司
450,李秀荣,女,2017,11,测试,白盒测试,初级白盒测试,新宇龙信息网络有限公司
451,李婷婷,女,2002,6,开发,后端开发,高级后端开发,时刻信息有限公司
452,张秀云,男,2003,4,开发,后端开发,初级后端开发,南康信息有限公司
453,张建国,女,2018,11,设计,原画,高级原画,趋势传媒有限公司
454,姚晶,男,2012,6,设计,原画,高级原画,彩虹网络有限公司
455,陈琳,男,2006,3,设计,原画,特聘原画,新格林耐特信息有限公司
456,陈桂香,女,2018,1,运维,数据库运维,初级数据库运维,网新恒天网络有限公司
457,陈利,女,2009,4,运维,数据库运维,高级数据库运维,盟新传媒有限公司
458,李林,女,2001,2,测试,黑盒测试,高级黑盒测试,泰麒麟网络有限公司
459,陈楠,女,2005,1,管理,公司领导,初级公司领导,国讯网络有限公司
460,李鑫,女,2016,7,设计,插画,中级插画,精芯科技有限公司
461,曹淑英,女,2015,11,管理,技术领导,高级技术领导,时空盒数字信息有限公司
462,高龙,女,2007,7,开发,后端开发,特聘后端开发,戴硕电子传媒有限公司
463,马淑兰,男,2005,9,运营,新媒体运营,初级新媒体运营,时刻传媒有限公司
464,邓静,女,2007,4,财务,出纳,中级出纳,巨奥传媒有限公司
465,房建,男,2017,8,开发,平台开发,特聘平台开发,双敏电子科技有限公司
466,黄想,女,2016,9,设计,原画,特聘原画,商软冠联科技有限公司
467,喻俊,男,2010,10,设计,插画,中级插画,菊风公司信息有限公司
468,刘秀珍,男,2015,11,运维,数据库运维,特聘数据库运维,中建创业传媒有限公司
469,马慧,女,2012,2,财务,会计,特聘会计,彩虹信息有限公司
470,杨亮,女,2009,6,开发,后端开发,中级后端开发,华泰通安网络有限公司
471,阎柳,男,2015,1,管理,公司领导,初级公司领导,立信电子信息有限公司
472,戈军,女,2014,10,运维,服务器管理,中级服务器管理,泰麒麟传媒有限公司
473,赵岩,男,2004,12,设计,原画,中级原画,凌颖信息网络有限公司
474,张志强,男,2011,8,管理,技术领导,中级技术领导,华成育卓网络有限公司
475,胡婷,女,2017,12,测试,黑盒测试,初级黑盒测试,华泰通安传媒有限公司
476,周静,男,2014,8,管理,技术领导,初级技术领导,创汇科技有限公司
477,农秀芳,男,2011,7,测试,黑盒测试,初级黑盒测试,毕博诚信息有限公司
478,薛娜,女,2015,4,管理,公司领导,特聘公司领导,彩虹科技有限公司
479,姚旭,男,2015,12,运营,传统运营,中级传统运营,华泰通安科技有限公司
480,瞿亮,男,2006,1,测试,黑盒测试,特聘黑盒测试,佳禾网络有限公司
481,彭金凤,女,2008,3,运营,新媒体运营,中级新媒体运营,浙大万朋网络有限公司
482,林桂香,男,2007,4,管理,技术领导,特聘技术领导,明腾信息有限公司
483,丁建,女,2008,2,测试,白盒测试,特聘白盒测试,商软冠联科技有限公司
484,秦辉,女,2002,1,测试,白盒测试,特聘白盒测试,昂歌信息网络有限公司
485,胡强,女,2017,1,运营,新媒体运营,高级新媒体运营,迪摩科技有限公司
486,白建国,男,2004,9,设计,插画,初级插画,华成育卓网络有限公司
487,雷岩,女,2009,6,财务,出纳,初级出纳,时刻传媒有限公司
488,赵秀芳,女,2004,4,测试,白盒测试,中级白盒测试,巨奥传媒有限公司
489,冯秀芳,女,2019,1,运维,服务器管理,高级服务器管理,泰麒麟网络有限公司
490,郭琳,男,2014,7,运营,新媒体运营,初级新媒体运营,毕博诚传媒有限公司
491,李淑兰,男,2016,8,测试,白盒测试,高级白盒测试,时空盒数字网络有限公司
492,曹秀英,女,2017,11,管理,技术领导,特聘技术领导,飞利信传媒有限公司
493,易勇,女,2008,3,财务,出纳,中级出纳,凌云信息有限公司
494,何金凤,男,2007,7,设计,原画,高级原画,飞海科技网络有限公司
495,吴丽,女,2001,12,设计,原画,初级原画,新宇龙信息信息有限公司
496,王婷婷,男,2007,2,设计,原画,初级原画,迪摩网络有限公司
497,王丽华,男,2005,1,运维,数据库运维,特聘数据库运维,华成育卓科技有限公司
498,张淑华,女,2012,6,运营,传统运营,高级传统运营,晖来计算机网络有限公司
499,方畅,女,2006,4,财务,出纳,特聘出纳,中建创业科技有限公司
